-856886.564054483	157017	278690
-952393	-590406	152741
108992	127515.05444358289	-91501
693788.9161324229	-459216.84357174765	-943669
-763150.8919750312	924581	894696.4465401461
-173699.49048650463	47214	-289356.498338667
-226750.03219230927	761692.267153318	-363400.1417958201
-302363.5572170196	187995	-397221.3789739285
819108.641441738	786623	748012
662044	351796	69308
-475308	641888	-324160.5003911668
-472548	-485565.2960522583	137082
577227.2514328631	57264	836127.5578196407
122985	-789680.5591728906	-751157
-91269	470638.46849200735	-142400
992490	464043	-956434
628094	896320	562891
4312	976893.1543528032	208050
-445529	58224	-991709
156413.24153126823	-249268.9836879489	442593
-844178.9768638854	-912756.6852426565	-880458
574911.0230122488	-199518	348381
-143646	-905752	517234.1364821959
474861	-208859	-970609.1266681746
-329806	-198211.52893705002	580668
293423.9005280109	-524001.2962557372	-709786.3408241054
-877697.7231446799	542794.6347735559	-473934
-380095.1095308475	-268710	721873.7826366795
-433717.49688284635	-15522.719113603584	-230316.2725150974
-36465.90330384765	796982.8253641909	637600.5365281901
669098.4373272434	-782777	172528
-267542.24677071755	-376725.7692282151	852000.8193170386
-755925.7858419026	-398274.59552369884	-941000
-188717	911130	-644423.4238553834
324570	-632627.0439731986	86936
146132.6276032133	-312779.4941858564	556227
522205.1382471719	-72295.23578470107	-652212
317597	-557789.7736611166	72039.63657246437
719314	-345251	-569277
-773249.1731871325	-199784	-731624.318423256
-327650	-782107.7242705907	657139.5730991671
841473.6010048408	-850100	-431066
696076	-679383.1532273942	-954485
613491.2822842121	41087.657142286655	-409655.8468018754
978172.02228468	96902	575729.9187241523
-103840.37127621856	-151636	-483913.8382874324
-788712	-793474	-847027.419976232
667859.4966753342	-350143	-577296.4652954163
5910	886836	-44719
890682	13379.527604028	-775159.9141784089
74220	-386872.4513251056	508672.74233939196
-175895.03567817702	-749857.8477111193	489173.5276939287
-160521	-140955.11669698777	837288.1312934933
-617377	696308.9987980323	580949.1661215364
495663	1325	181032
986236.8394328146	777900.9419974047	-243383
707232.4593587185	-390596	81061
-903180.258490262	211140	-402818.7521324513
283585	432705	641700
716768.0593335098	862973	260687
-345671	934565	144111.31580708548
567361.2679712197	658021.0180688126	38092
277323.1966744673	40986.147001407226	154953
-898721	-818193.2243420971	726962
-164789	142112.60275253537	-753878
-420652	-363782	376658
862667	168224.63515513786	-206711.45861926314
-744951.082631442	-754894.7348906847	-332773
-698663	940300	435418.96265210933
-453424	-11897	9497
-128742.3605532638	-553864	-614076.2278465803
539366.8051098594	292690	-371694.4151448518
-53228.66952902719	-137825	-85901
-952129	-699019.9984572136	-870680
762123.249264572	881333	44793
573434	892555	812790
-44900.11687004496	807908.2381392354	-598604
-329528	100767.03517399379	247737.22200262826
691712	-691719.6962254446	-117446.00829914992
-175320	-481461	-878236
655671.09866504	173702.64151072642	-471057
403183.0552992122	-449465.96365531976	944668.4738338338
849184	530873.3332432881	215859.94542597933
-127031	-603155	-466912
164157.06134675303	-348544.8835809723	892877.5447711414
-59122.66190111288	890386	251632.78297196445
-569869	412478.0135718102	232425
251470.97182230302	-798388.1563619941	-549750
959214	-762341	-895186.0490698928
582887.5254154284	-746607	-706540
166863	752641	-605224.8504745157
-787615	533030.8341236913	193526
630259	649183.1038769053	918330.8781750074
295225	88696	-473716.7674783984
-140783.03139137116	198897	976034.2447301554
475848	-469225	701849.02473565
258986.52236377052	-770385.2638372988	-848953.1691617547
128112	413952.62789041176	-525554
112303.08572272328	807880.2660291379	-497663.20050718373
-540626.9556366589	-121935.73142857675	-185821
995313	-479665.9507525032	-596663
525226	-539268.1207685246	-913703.3429500558
-703580.0857790484	-1783	-993732.4732042291
348912.2588174392	-773416.9229862728	-887811.6298409929
-87802.48809809587	-526515.7153146113	433525.9140405059
711528.7791272704	77136.74983813916	286958
-800294.5640427046	598235.9598441329	-139689.5060554206
88730	511213.5429874582	1687
-159118.40765799745	550610.4169619882	165561.64197188755
-385101	-373139.2460186189	308155.20192613173
-348656	-978993	-720454
-141528	-670674.4694614059	758388.4040433574
254352.5121349534	-368411	800943.0894200034
-22780	-311223.772926194	-42999
-981253.0229398471	400141.80989039387	671138.9228639472
-398265	-972739	-234856.3709158291
20547	979853	-186923.2744732201
297425	-189088.7557367424	-422254.16946761403
-532556.3480433288	815163.4193298118	-743722.3472776775
-977769	185225	-381565.1236829973
500692	653878	296729.36565147503
78597	991235	-890551.1911359387
-514272	861978	367095.44160414743
630365.0305779388	-821588	-651275
-170234.26691916015	120669.35401959065	-3759.018089130055
644586	-6806.355068518198	604680
-711534.2699292211	231649	122125
-270193.1239236584	-846866	-196429.62870775408
473028.16669641505	282712.6388391105	-116071.76134221756
428067	-315774	829071
-244877.96574478014	-228245	857640
116518.23404484033	626634.8950766728	-473857
-626653	424862.34965562075	-16331
765990.240397803	-794954	-77376.05827508622
782881.7510740729	-769984	84596
-134140	77965.01781914802	278904
860920	-885929.5071287298	926911
263751.44395861565	-113044.7695022989	650605.7661863205
444590	37203	12969.121408219216
-43245	-2845	-729228.5989352437
834071.1924550263	604156.0524019676	-842260.9357064255
961143	678347	-999893.7571522729
-256943	-997670.8055672359	911593
-596310	-674611	-164485.72705942113
409491	856365	995894.6218910525
-305943	-645227.642967301	-741158.1229508328
-952705.2318038578	-938711	-77716
22590	-812740	-455832
-461910	850411.1226751877	-356653.48283238686
-975144.3738191468	527499.6646638396	-368971
433351.26550913346	-849636	909733
384289	-929536	221351
-182236.79764104367	723960	-500411
391559	-125571.40261956095	-548093
-422737.6967372636	-952129.3994949727	-207017
173692.7768433902	36309.90316571877	797052.8362849699
-193796.0537884147	-410824	-868947.6908721933
-345068	665636	291513
420461	770587	-249681
-403895.8258343823	-446097	315744
509484.40450049867	24736	-911927
269779	-568392	-153735.82564778428
377201	228436.34619765705	176634.5086179166
837189.914057377	-522583.29554041725	197314.12562915217
-263155.74498129555	-476488.76483004267	-897337.7640970224
304961.876044865	-442640	743464.9908444418
225942.210570212	-414244	919118.7601716167
94357.77435732423	-876806	365264
-208260.73666259414	974548.3463909915	455355
-164177	-429457.54145520774	-638033.1931048543
260237	171996	374578.23430488235
899028.5250622232	769531.9552289515	281366
-944650.3796933659	-845590	-947757
-818743.878670434	618500	-910578
-689348	-846976	309250.2836715388
-558555.0408087334	374323.8024918386	-900717.5599746344
-663380.8463722526	-578556	730934.8257782569
-505972	-40475	730083
-24129	454314	378902
-345121.1220724324	-727140	-259582
-684570.7916783516	-777546.4442017255	-689418.9095897871
753008	-33830.69115478848	-32900.078118723584
484493.10764087364	435459	-883321.6242136825
963014.0546706142	-888056.7086831328	-574971.1781467319
-687263.1148308952	196947	-423047.03550053446
-585110	616347.7368827923	-276968.46334907657
349368	-281052.0582229723	-682045
-888374	857497	653902.9001826153
-286639	-423099	294834
55922	53963	984917
34337	-171830.86712038924	-639535
-909238	-431367	-216134.40020798263
136997.70188925206	-90871	690043
723868.98026689	-854910.0955940292	-447654.3358918155
603925	811967	-480702.8528857575
958265.3009760636	-629044	-974981
976760	-47650.71756437165	654818.6673710665
637794	-449268.1066487541	-590420
734979.6570879731	119914	717486.2124121725
995947	-13486.352142076707	-335243
-102369.28664387413	485646	-341180
-52570	591379	-637275
497998.91565734544	787378	-544665
598088	922881	506732
-374459	526706.9967811923	371146.7482725191
217274	-455240.65442791814	946484.0183763106
-267002.1183759859	129659	-906132.7474550292
49788	-458158.3923989214	73314.22654281533
489841	-688394	-716803
-360494.8013409071	-484945.8173325238	755432.4871046089
510107	-471539.52831851575	894171.9361194484
43380.01839546894	-5238	-348646.7641494089
-9996.955668945215	651388	489896.8653259331
400418.50426928746	-474031	2027.0965439354768
163948	-318961	-228234
-366821	480744.02542575565	197980
-635470	-322574.88370183343	-967012
719644	120784	743748.1175812387
884343.7450706817	871838.4027704915	432158.35280520096
938776.1149386452	778270	-377984
-776308.3334665946	363937.9383231362	261358.12268168898
782444	697610	264263
-855255	-823131.6492807164	819043.9753264191
525021	-967517.7609449546	947760
340008	694233.7825422301	370826
-28499.632972443127	190978.46501558367	439593.821666067
606970	325713.1337801053	-46269.51328226726
846259.6165593846	-366700	-827897
648201.4434317874	-139293	553207
843095	-667145.7463944202	81883.38417940564
-513626.00771718635	-1720	-997678.4344704126
-656628	-711276	738256
189077	-81213	808496.7727951931
-321196	658116	397583.55713686766
-5795.276007601176	-190216	213284
597165.167375314	547803.667185012	990810
885297	334212	-419377
-770123.606777447	906972.4162309389	207729
-474494.39196646353	-189359.24776019133	-358059
936586	-284651.97718013544	-525542.564971079
-570075	37446	-740445
-110953.73442115949	776447.4031283548	-857575.5673634487
915071.6218632078	477255.6358518619	771319
-10564	-781188.4277334549	242794.22313224035
801202	-377032.46706617216	-454641.2447054504
484857	-395355	-909293
860378.7439000325	382829.37261961563	-975139
112027	-464418	978950.4586864882
-13908	9581	-606871.1210022555
540586.4987124859	-274838.23402961297	628553
-491187.317451562	-498088	825087
-211502	-747585	603894.9947550294
-892000	-191717	224360
724403	183134.47155411402	118200.83011720283
894608.3624355404	72814	840574
434118.7891018188	545179	-697879.2664392748
-476832.03278306616	474898	-289933.15115581115
-708100	-949492.4387106183	708901
894397.6532642124	226761.27149220277	-564740
884561.6090979949	-641312.8190354891	283046
-109732	-859285	-958534
625656	-495686	-77399.16504274285
-737599.5918011036	671091	-769345
345103	32554	286099
198305	109284	-451404.1001497909
-120879.31366689259	-532992.0396316721	-635521.373009237
-111469.94346121827	341292	133270.3822907654
-74244	-351557.82615199743	-473241.70170561003
408192	280954	493094
968596.7610491212	-207090	437067
-585610.1783264547	869316.8196938874	218215.9069090758
503901.1352062137	20075.36076249974	-675940.1747367869
-605912	527359.1356753521	-66002
-729595	433582	-583679
736532	574382	240844
-97225.99107845209	-371878	93155.91209316021
-554479.8711513293	608550.3031538674	285605
745688.01335049	-64014	-309581.51223367406
481861.5432728864	-725372	981153.5381338485
-459598	533010.515774253	559200
784070	-899108	933514
-836724	85135.60576873901	-822867.6067462257
-454061.87610823044	661153	59071
868870	-487461	-778301
-901599.1281977401	333596.8225935111	236753.86675285548
735176	968063	682704
-376999	-263207.57626538933	-238721
-842470.2466894109	-902544	201732
-676434	577618.8253801765	-510629.22251313546
-625471.6838632913	93853.34829128021	206562.3112697783
-713039	-747472.1681944053	908545
-480122	-43849	-660554.1051832973
-664408.1370485292	393463	639066
-143650	-145595.70116883004	236366.66250341246
-653032.1089250061	321807.0622412602	-33471
566597.8261297494	37732.426296163816	-825444.6992820086
-346500	-434001	276405.4878139675
339587.99950201553	-908477.7837143614	-488007.5145917575
-347876	-991715.0914081805	-512581.07726089744
33128.01508521952	-344661.62303254695	397709.4653715496
472910.2808316818	-44007.21613041102	-87493.04775675968
-779573.5086302682	-130576	-525207
-419445.38780496933	-964609.031512062	343247
213815.17022371036	-487354.010444073	-658891.9329594341
56872.30016238033	530164	201777.7682046073
162126.73827428347	-652095	-733855.1518585342
-113077	961144.9087459971	-646029.743999358
732040.2803719908	583465.1520033241	609782.6010135286
-421961	760027.9366567994	-282236
-830202.652473359	-237709.41711950395	-787981.4334751945
113078	-684291	-239323
538097.0765003532	-267622.0408351049	-950164
-22613.159131067223	196672.15206901403	661462.7205600571
-179335	-945477.2271204352	105407.92034485191
-773989.401188394	424750	-609617
833843	578691.1885323359	-876731.2754160448
-620405	173867	893417.0493339314
253487	-289456	206988
154038.00739736273	-227129.58937811176	-258186
72942	889645	290697
-656145	911307	724189.609273368
386383.23705679365	-851166.0975787773	421528
-902427	-101602.40830970427	752230.7247928558
347938	-222479	918930
213836	-794071.5163088401	714074.3335498336
617136	901068.618298592	-496414
-541752	458878.2538177313	-132804.96546128578
-420670	-892455.9722599039	745692
-381339	97879	-200164
336322	464318	-903615
-623723	-805625.2259499216	334840.4907292847
-157612	-597979.6646770244	-491869
153783	-797879.9633005013	941550.7456821743
229892.34446147922	-948862.28194622	392896.77493528207
-288048.9941852469	465725	261662
662573.9801187324	26657.130826401873	-381687.5020115877
-613338	197688	-629971
-807817.1408160552	704978	919701
38860.55997588893	709004	-11352.983581760898
-765958.6467612609	-211128	275532
-501657	-502868.9969835833	661314
-467026	-885826.8956519541	-215908
-844612.8296819204	552070	630876
-448726.29388748214	-19391	535416.4494345989
-981860	-562923	843918
749028	966125.1276090352	-239814
789083.5132975222	-418974.1329605874	-119927
908167	-812633	631719
420705.1696890446	-589681	442335
654424	384903	911557
-212917.43303453806	-296072	-266092
907955	343789	-731210
556537.5398237619	411886	-210720.0910317857
-953602	341484	-344728
403025	231185.00392770558	-985346
-101822.065103575	-448806.7450306559	162173.55491197505
-373882	-816802.8146509319	287516
-770739.2304617492	-688294.6586299068	330666
495118.4142950014	-118525	-58631
-637550	809524	-787826.9818452954
655828.7838588413	-877422.036703055	-283746
-161225	882232	934156
-73121.36373735848	-533429	704866.452012623
125047.08456147765	631509.8291636151	-249452.37721222918
-934824	-840	121585.6004260031
-705827.1662860205	94806.70707197115	-822799.3858692923
926861	-710624	867503
583854	-327655	422446.7691977585
919831.3883169326	-875902.4871122336	-950487
176403.34645246877	-962844	-821166
-985232	1682.781014115084	813432
576089	899044.7435121555	444628
-724798	-795119.462681491	-598233.2248991425
-426925	-125942	334497.6428627812
392517	-279633.5411250115	808321
897682	453926.52212029137	291029
-45369.8307087525	-333576.54924677545	-427458
330276.68764183344	413543	839833
459500	440841	-606859.2948917032
-345260	-185178.9929510916	357083.5067090832
-597673.9176638726	389666.1570033033	293060.0683376393
-192840.95175237744	-21362.144557793858	-420098
444439.9166801423	-168796	-507196.0659067194
-383218	-687869.6697868514	-249803.24825578707
607523	663474.0656499425	-557460.5802155401
977358.5242485553	808053	82549
-860000.2966655298	79139	-333694.7081153414
-936073	928454.7637333728	165777
-812790.2535474285	-434202	719105.9552356554
-982910.620031439	-950422	-674470
-997516.5028393953	986575	201280
-982055.2839578523	-241579.16604867193	-238473
-850647	913972.206600637	973775
264696	108438	393130
-134657	-187925	111706
374473	188479.62279064115	910752.8489237663
-886062.43899336	616567	257292
-667709.9672556997	-726889.9118586361	-460695
810450.5217525533	-380330	779240.9504798756
760495	626088	-43926
894207	-189199	-276674.62282089784
-373944.5573950573	-435806.18209913163	-354592.4165799619
-665128	229327.587052654	409342.8883548472
228802.20983699826	-843305	121272
443054.3158339618	636422.2541420357	570878.440834956
-555470.32767374	-433666	613496
-139451	479063.2173041252	-427431.7657074691
163262	-560886	-185148.0231553713
-21789.523147951462	-265897	815586.2183293393
827663	-43498.445612904616	392482
-432154	-934562.4292741996	-905964.7271791113
238922.1496831521	-346631.66241365136	392519
-544757	83433.39320642245	577035
721382	989581	233957
485165	-746179	509432
656248.7599584856	-707743	-394531.5757073212
-514292	389218	-407059
-208328	-399253.9459736601	104411.91038776236
-358359.5059932085	85100	263923
185852	650758.2636371073	605952.6979867425
807989	-364839	789714
-215529.2010297581	843480.0724823179	956950.9191376776
818161	-890451.1944506108	-239824.76076487696
96382	-322805	318523.9912729254
-899233	875818	885586
-488307	-518514	-784375.063256222
545626	169826	-306175
-402316	274684.47504550125	288168
-953273	959538.1477368667	-976923
333895.381736415	-767437	-179865
-240039.0033351787	-799828	989818.7338987205
-613398.8076921657	-273579	-769167.6779275711
591673.7025846795	384561.2559409214	-568173.8314740905
-785688	-249440	523212.9107079776
167107.25434615253	683995.8206538553	99271
-5736	-351443.6306378769	855454
-772547.4147592577	-951603.9238187142	-464315.61725015484
65490.72123932582	-16820	-173750
946979	-774244	104329.91282564239
-871504.765507048	-998129.2958866899	383871
-218250	770993	-893313.04408008
-252871	218736	-80073
946219	65358	661906.2123326091
-625038	975044	27077
730745.1763746026	-705096	-379351
-818201	-200343	402314.669249797
-527322	384573	-378415
-370968.3900272305	177506	651825.4734654634
365985	85086	-768130.1498184844
159235	345911	433427.3547455461
-134408.63713870605	-46353.750087948516	502597.8871377199
776917.1828365715	-315256.2706930315	670538
-309781	-375167	346073.14195896033
-373840.14694124775	813236	-122967.25726388022
-801135	-354998	-936086.4154520661
-171459	-78323	-669411
-614933.5726715093	-569685	-393044.9970989487
-292555.78069966065	-236480.84199469804	903374.4464260077
-115808.55376282881	538893	473730.1374653431
694812.982928759	-527797.9428473958	-735340
-120556.22601907351	978913.1751241398	-598082.7118090577
60255.341995211784	335622.3507118139	154196
-476271	-417097	-900406.8619407477
-43469.22342649975	638887	371976
614306	921256	128155.24359830306
-147219.25547154772	270019	-618163
-340618.60980351665	368389	464164.6533887291
398095.857585164	-457084	-466041
129281.05287809693	-371451	-281630.4640687279
-691536	309045	-951406.3938729656
-152574	-514146	580804.8715985215
-904774.7454121548	424442	-140822.86211020884
546667.2910654116	993407	-773746.0831797913
-936896.9130201549	422228	556744
368099	-195476.48685440095	-711520.9512929299
-895045	-842728.812452265	-524102.54213208554
-944352.7361797794	-944592	698616
254491.1297615578	-131119.44210675603	284827.9899579594
-565715.3922084939	951935.8737590727	169236
-104454.63776572933	-848201.5125797837	203595.2212663989
-510803	76158	-383929.0465796597
177884	758370.826996685	867796.9390598473
277607	-580385	794644
121120	771083.2436702726	922352
-731943.5923050919	156336	883867.5328016886
-330868.9613730591	271430.37631897745	324995.58651758404
861385.6913222	-933505	877734.1196858224
-304101	-95941.50827266241	363752
-960929.2980555057	245601.47657782352	360407
-128752.90875375271	-45662	320326.7697385568
185230.05211709323	-656123.1271643937	464559.6665910629
664520.5274403442	-43714.109092505765	-586343.1710283327
-672395	363355.33043612237	870386.0017991601
-240828.42286733724	614509	-132871.7305605593
952973	-406377	-170654.10327779083
