-545067.7519589555	203403.34504145337	-837426.5737160993	-821807.266940618	801368	-593860.6553658252	-230861.82089179603	-607182	-934453	-413837	-210329.06195707282	-268300.0960795538	272194.573082868	54874.38868890959	273172	-215734.79043530067	973631	-678364	-799869	-664865	-74729	-507310	819018.4480258916	-117893	14206.754013250931	7064.532992261811	-375850	-982351.5623718608	687183.2304716245	970272.1284298226	-20792	162274.55067803198	666932	-910168.7480610212	813279.9840699027	774755	-520040	468937.51657994953	947298	350075.666050324	-492540	-326858	476288.1239008915	348495	307625	835139	-364063.9463981106	746615.6883590044	-342018.37563628575	560199.5549687322	693450	586959.898786477	-608134	-579076	-566749.2241132988	-830388	-654570	852643	-167548	901237	-746821.2670042873	-842815	-839676.7698976456	-113604.37558188627	765590.2875074819	-110532.32010037033	396914	-198623	-696260	588895	-158264.16045206937	832160.8035173826	-871350.0213343728	-568189	155725.80364693445	603259	695885	-650392.1142754616	-861245.6500381596	-258616.99977795104	311659	127443	820184	873603	-13315.554466706933	729518.1037040197	580964	500270	761185	436579	384174.0683383753	837327	-416557.64997554745	-553052	-426675.63727386296	787484.830356861	889639	226251	-388390.05995991465	217625.9470496825
87145.53707723925	-521295	-985924	65218	62587.49840182648	567439.2908007512	-268739.6939346123	378945	295375	-672630	849224.838659364	-685989	568422.9642691759	807678.0280272767	911706	563141.1208525414	-689149	76582	663876.6492220364	448516	658695.508177351	-960528	388058.4214431024	-456024.392815485	76232	-353202.90604613593	657450.3546385616	102321.3095553969	-731989.7234338049	408921	-733603	203043	-993817	-176245	297823	-130652	770446.5735732634	971905.1096242878	311914.3569940354	-515003	-827990.1398099738	432675.01735396474	854995.9789633313	147140	637359	-503636.3830940278	-677861	-707915.5091581871	617801.7804550938	-67935	-741376	-240035.3172823937	898710	-819699.1236651678	258989.01867012843	39749	87056.15565179335	204342.76122971973	685405	-61254	-452499	-179955.393654073	-676873.1354736718	-62391	-300775	-705006.8176736268	286839.4659792916	141554	-394554.836711664	36319.37792514602	812448	-959057.7701090104	745335.7309329456	-683687.6292743934	712136	-711059	623424.2271626214	835252	-865917.8326753842	162588	-40976.54215785605	950053.2614336761	-213712.6272740377	-64374.88010097004	840744	227537	356545	-435109	-890291.408958703	-838865	-993423	163835	-965912	466513	-229502	-128975	901870	800831.9373757343	-927675.1431283487	566657
825458.9931054628	-649139	24555	-622533.5414065223	668858.1054525045	-735088.5633437578	-170374	-607825.3268593396	25335.41845618293	-555436.1873919889	-516282	-99479.78283108899	-20837.253421714297	654709	-433848.94217867847	-642528	-976530	-440583.79991898406	104273.65804338385	477828.99170643045	538126	406724.58384427615	-701157.6646229089	-229790.33026321977	761705	-739888.8123332092	736684	-296643.47537693044	-225630	911314	-621517.2730362606	782040.9457732874	404306	698029.2029119341	-626562.5312816759	227636.58792123175	-610681	70817.07800823613	629293.2106120961	-787340.75607866	-798674	-655266	273018	-531718.429357291	-620806	228280.31860590354	-855408	-829574	196577.70882165572	-884067	11266	-190688.28418085235	232155.73806748027	-930244	355445	-584264	-243475	648691	350483.2229830704	-95783.17921614612	-927771.9306388266	631644	559984	-64230	799405.2860941219	412962	325650	-166841	103994	-449292.9135856723	-142730.09287808987	-480126.42437603057	182279	786719.8801496136	772186.7525004202	-838011.6216788538	-798511.0935568762	305571	-120924	693092	143713.629654306	652085	231921.69838563516	185933.47290473827	-730027	-632381	915430	-29697	-161626.47021728032	-816194.2273509663	-653260	324009.8765465729	106642.53980836202	796543.0385673193	446197.5649862909	-848412.1166994937	244611	-66706	-196073.99283583148	253924
-603130.4720808637	-55343	320831	-728384.3682537896	272604	965973	252080.40964766638	-252947	541502.0631429018	258483.7495054775	-206811	-118179.39183333842	-411963	-724600.3670627013	206989	563161.245923284	593792	-67534	385291.52080851444	598672.7594383783	-609454.7665736605	-432046	779117	-483844.3155873744	650606.9608608678	522967.26942824107	-773293	-875011.4774119628	-348835.51565606147	-205244.31658820144	530039.0996438048	349448	198168	-314702	-120481.03475654637	-390519.2075616133	468177	-80716	496484.85914686625	-890832	856059.6320275988	-663576.7253327236	-774178	652198.3013105642	-990121.5370575802	-72687.39561254159	-665594.6470818943	99140.25410443265	458871.44569462794	119302	-746737	-594727.8401600533	347702.8281374611	-387184.080943219	80847.54439752107	255466.34596814238	890042.3738215726	524222	571746.7956737268	4884	-242617	350071	85285	-578616.697100013	-645003.5855404441	419990.6903511747	108905	909988	-57729.102686990635	80514.88097879058	-480410	382294.82350277505	-296135.55178320187	792897.210132794	351768.9391691589	-774962.4657834688	827044	-890990	599746	968735.1632963808	354957.37591629056	-93085	-217002.92380318337	808841	-306145	-553426.6834314635	582739.0983174413	-642202	-259302	193915.5187651615	732843	-442698	388118	567124.2117615251	931518.5450125097	227136	977323	-26388	856111	495736
55981.55561927892	713389	274463	-460289.65877010906	-524218	-898814	-227707.38183971017	918776	377796	196613	418538.8279830725	-192138	-181799.59703857813	-649093.0835610236	-958783.2101860921	903772	-427313.836848596	168040.34722216916	-989497	280789.40969578805	-57620.661855570856	540937	-893483	-461717.20600423403	765388.8294588747	-56455	365003	-271042.0413712609	152351.1234265468	940008	690382.384965342	-688039.702248397	-930579.8533349261	374504.5274321411	150180	532145	34109	155010.976099679	898601	32387.90227755392	-117252.59081658383	630930.2995068727	-191216	579352.1150792302	408211.73112497246	209193	-72002	-803813	653485.8218018308	764159	-475539.30618054466	224976	142605	443491.3991487145	296143	34064.821435963386	-913957	31203	-773610.5785993333	-293603	81679	-541502	-619648.1246531788	585959	973303.007545609	-346761	641066.5041275134	-44306.1257189092	717597	264083	342642.0564246529	-817740	-508944	-679795	-935875.6294176289	-572715	-272095.26121381833	322852	-687871.4206452705	929156.9866154364	-893242	674024	228619.6377329079	60555.373612002935	-597597	-582854	-596120.8214675686	589361	361253.62775163725	838467.4788569061	205171	153749	-268248.70910384343	-186809	670316.669149816	-707952.68147936	252589.320531582	504862	-84646.52765892236	74227.65395684587
322469	-237956.95076779719	487068.7712678986	-965362.3873234405	-497932	376135	422699.52274126443	-541474.1222267265	-574789.1359197408	-205882.43130870024	-975131.27220506	-825797.378843376	704057	181478.2364856815	330637	234918	866806	-809189	-116163	724700.5248396092	-898680.4506214148	262202	-176281.9472239921	-50903.08081446658	-295800	-298613.4091804065	-389476	104170	332302	-334260	9147	-858431	940857.8819931773	135591.4265186675	773272	-258785.13660190208	350092	950931	382965.7203280586	100076.32425274793	946241.0000572761	-163243.05727878993	89838	-139687	-331506	-114732.02959824062	343397.75570464344	-434292.27544581296	-762295	769097	4586.217526650638	49600	-943306	-713816	-230418.56441783777	976249	-893585	-730104	796874.3473227171	89442	225201	298588.60181445535	-183342.8312196834	-484049	-893036	412482	55955	-674584	-993261	-248499.4496878452	257180	-72386.06973428815	-864694	-357454.0572837747	-511075.42592623155	-651068.8477341922	239010	-638624.3390554036	-366811	988310	-701896.2466054917	-50519	167804	574602	626545	43814.137995805475	599039.1621526312	255706.33690849878	-859730	424144	999608.3454259955	-360142	907102.7209290192	-358670	-367490	-189981.68524871056	-810783.007640229	-398965	638459.2235608853	770751.0317936323
-16573.099267337588	302949.266991541	-957791.5316832843	-533626.2784823782	-340398	-264884	343507	-804789	597301.8063448477	846352.3363241425	747028	-526677.6954120258	243542	982086	457992	-884332.43286717	615259	464973	-847538	-607218	-598930.0674794009	654020.1066781373	388958.85849715024	-481189.4963967365	-779040.506510154	702581	-797382	397988	-626776.9536036889	-629271.0927241177	-480106	519000.3026288224	443066	-953959.3321762008	112708	271222.30091058696	-873096	325828.1969231914	584817	844429.306637004	963324.4693131605	927540.8017340607	356259	-82087.5351075891	-370817	500527	867023	312551.9756553108	-931265	-674450.1295024371	-884399	73134.02550215786	-594899.5426417665	-958034.127938186	259739.2087443429	306266	-10243.618503625388	-367000	-209309	655580	718275.1547358076	-381241	146289	-690215	-234115.5361046245	-491546	-205413	-376026	-630939	-625267	-188753	-857683.0281192171	-640076.2914073623	102168	119547.88620383921	-752485	-183614	645314.4600281115	891587.0163078511	16051	-889777.6717473341	-834802.67866945	980092.7206954879	945471	427588.3745519591	344670	-985306.597683651	816522	-609806	-648836.646041367	787632	-877655.5845691027	243197	157511	519683	-245832.49027578358	-688067.9527256477	-782472.7817474782	-227716	378826
781844.8277217972	-854106.3259516746	-393494.771986556	344508	-958384	322146.12218011776	-72038	737392	-829805	-860235	32993	-780435	895085	-773525	-217105	657674.650792216	879258.4606426056	-178319.38791614666	771476.2304571585	998089.1039719817	178778	-724580.1713514829	27771	133234.7160365698	258437	-123609	-189234.97870976466	-5028.225988134043	441159.00974749145	507870	-655534	671967	974768	-452741.3359480441	-400782.4008550979	-839730.7373499876	-495386.78494569723	-837580	338924.75359080033	651692	259660.06000849558	206161.24297808227	364917	893134.7376092763	-334977	-451461	801190	964260	-69753.28977334977	801649	542129.5933923221	-548225	64582	-717818.1308397913	-537516	804473.5346468647	-961857.2969694785	24617	52646.16510229814	48556	813646.3389792375	425822	454164	-615771	882418	154697.57768026576	-460721	-225435.39070974593	-496232	-426227	-981857	-845246.8180904349	-82910	661937.3605723304	782866.2119141312	702070	-259353	770845	-826735.3882169044	397707.8535644028	-335575.74202175625	-535213	-742545	-730229	305920	-189619.78799907246	742061.2876342973	649635.3349313135	992813	-956021	348305	300592	889658	-947232	-225863	622483.4267728652	-678492.842863702	277031	247092.35899316473	508962.7682333342
267925	446233	503813	381855	349719.4558095464	-968508	-751097	319478.9637210509	423812	993493.5932373502	727253.4576912255	558168	258651.24182924652	-228533.17622449622	-925972.6796564265	306292.5574013614	921662	-11866	-438871	252274.02638646308	-793783.879205103	-667255	576627	320569	-675893	-821059.8875703623	23562	399067.4441690245	278386	823115	614718	713173	887121.0329652566	790691.7221401914	-350353	185676	181153	-661373	539891	409791.4642241597	315293.00667636935	632995	-901250.156072096	783403.2830526142	-184181.31890038447	279604.8446778527	-912148	-560095	742164	158687.20004703454	786570.804922939	-416249	-588677.501204804	45445.33839050471	934491	-805771	-677603.3418617116	526094.022589524	85897	636820.706435421	-856537	-263769.0967765376	-498299	419446	-239226	-451214.14766479377	410070	567784	-97711	51644.76683065295	-264135.5222418993	717973.5973014645	-434254	-604565.2026172825	-618299.0318498258	-859626.9983238303	676324.9230556446	543999.7647167745	-705052.1368264921	-918242	288673.30166286416	996632.0697512291	727633.080788472	-993700.9324826902	-669937	-150867	28948	-16088	128030	-463064.522913947	521276	99218.45095292036	127806	-745607.4450558132	-51779.059474874404	361818	-109364	-478466.224881023	-201993.96216893638	533365
402459.5201076111	76869	135596.5909037823	816915.8700631501	814204.319830474	8003.538810334052	70469	-779515	744396	-744295	-874644.8211423036	209187	385076	113638.88822726998	-840102.052430767	-782000.5781003269	284783	-795532.5648755874	-473723.2600989881	948983	-301203.102037505	978868.261956895	920717.5965297269	-278853	-968736	622804.7963018762	-825595.7272685571	473443	-520783.48570815526	-123888	-414789	-471403	315672	-447682	585543.8773402027	321804.8318076122	-78958	674107.8821194165	987089.6263294728	2562	199560	484974	598257.419254442	-993526.5773811897	-559067	125049	988053	834980	889346.2561404526	69643.22929258784	-669594	653670	779439	317912	-289280	-372403	-188438.3187722956	49590	-203106	979109	-560950.0297795545	260684	616056.3828674108	103078.6566239153	934400.8845606854	-783998.4156442501	700600.0634298713	-232603.03260258958	206669.40978904138	-263902	907173.194159121	-570391.2534477557	-906100	797142.0987482776	-274493.34109392716	898291.6572753794	-930501.123773777	-830218	84938.5424484869	-133154.5938114758	-137020	-587227	774839.1805912838	-84965	646676.7277646263	435715	-877976	-784149.091516213	710308	-246687	153969	-213024	-812431.4348414968	-213000.69482637092	-209434	607025	198194	153392	140119	443332.95348875737
526544	414630.8013159181	-842084	-883469	658372.8249669916	577358	575519.9064327027	514480	-799852.9023849205	24296.2556822279	-86771	-24397	90886.41955686291	-775658	-250766	-712400.4831220212	682152.2752738614	-132646	525898	588572.578946807	-223618.3402573286	-772985.9734621001	269390	226719	-545821.0303140879	-308260	745749	-936591.952915387	680848.0603271415	646335	407070	-579928	-160528.632562462	80266.90210799011	-403804	-208350	443195	-480072	-329852.6558381987	563320.2500285774	-567665	171079.3952758573	878894	783958	-256139.38068264571	998307.5927830278	-127338	-371955.67744020757	309978.654227532	878046	-277099	-594980.1137246646	875515.1894726611	-451139.04028318496	307320	-704998.8825342215	-190509.55213971203	98203.80470057554	-554674.7398861067	49438	724196	900909	-652038.0506105714	-301752	-396973	608186.3044920876	567807.7016393435	577223	-524624	594298	-374213	-846559.0760282322	-438767.6075979355	-362328.39286188106	-765315.4014116917	-394865.3600410917	768888.2883255971	873783	-100636.76120096527	-297712	126568	-206846.50440892053	274373	15386	-584323	-497725	18267	433604.6378299389	859676	-766031.9347780707	685590	-730022.5147182586	728759.5433098013	-943114	-90085.48255678033	58780	124466.56864101207	-369313.9776789907	-99055.93053197407	-281953
-791871	-341506.2396003157	107630	-182654	-949382	-270255	-308267.959270544	522291.7105027337	-700656.6856691339	-823550	-945437.7082825751	-405258.4942385424	341253	-874689	-931268	665679	-977713	-660465.8850940927	676325	-579179.3607109822	-645832.0033064808	24407.84608485666	-857649.3396706257	-953984.6508215803	654537.9115816944	27105	-536034	230766	-673916.4400732112	-759443	-252498.71078727627	-909824	-626122.0016555437	752778	892433.87844986	-578468	188877	944411	40483.94893069402	-247937.73273132765	-196762.4202595821	540039.832141303	-569217	743143.0586714956	-402232	-36467.608704644255	20282.46595160477	-569247.4605734134	798374.4481323047	348541	971380.5289169808	-501304	-314224.3071545318	844828	863761	-974190.0162623806	-368026.0011201241	-286745.93172160524	146533.3650858975	268177.50869820174	-932411	-559341.5102442995	576664	585285.5624420056	-204522	-278468	-766872.1460684553	614556	-577766.3322552003	313233.25256152824	-787354	-530626	-394972.40793778317	828607.5198958823	-985391.9324896334	258388	757421.1949497005	-854839	-685233.5888031612	282358	-30798.34746648476	798983	322084	896724	-23452	891415.4451980882	-904733	-998737	773324	228114.07806143258	-314488.3399763359	657767	-144477	551446.2578817031	629028.0144267674	79266.904813434	537818.7273302537	635671.0464059971	-576664	166489
-848566.9961978407	-293544.8438068902	-709127.1652207358	579658.9571698876	-230829.57532881678	972087.4467105877	-363703.1618901141	11410	-518104.3674894634	39505.983054704266	-468411	667831.449046616	970934	9002	-958140	-715348.422892316	983463.3672519855	-26649.413684651838	970576.6170755248	-551591	-51652	161428.08038418274	886538	477436.9562346656	-650457	-908972.2377444485	-982714	232439.84973103832	294149.21655088314	640341	30428.18373915425	40985.83451784111	95192	543519.1766651752	-688407.6933225607	-153814.4677698576	-894129	68730	-255884	866365	452760.63324529934	999924.4638957186	209425.2864847721	-932236.9569755092	909037.5660067922	759862.2531270466	-622585.6925079793	-187038.9646971617	772431.6405636147	629510	828683.9705434628	-193647	641860.2808671927	583970	289214.80634160363	153866	-706966	-316641	142837	292905	-463226.3040056266	-915252	-756335	-600836	440224.36848736834	-689679.9608966433	270587.0942248218	348971.7536967767	961181	665697.0636939111	-513020	913161.8251240051	-819108	825544	896462.1950827388	804194	-833431	546046.5938483796	-765350.7328782789	912875.8563564855	813460	637713	433555.9236063694	184550	657.8335504583083	902246	513310	-660967.4069960221	-11871	-131825.67183730204	495665.0162889068	-628151.8385575422	355425.41260073776	733533	635296.3060670397	414940.4208097616	504809.43898232817	558825	-636920	-596270.2814447811
